23990483	WBHomeEnt	CA	58748818	zach_roerig	
23990483	WBHomeEnt	CA	87318558	AADaddario	
23990483	WBHomeEnt	CA	122805750	carlagugino	
23990483	WBHomeEnt	CA	123585931	alextorrr	
23990483	WBHomeEnt	CA	1939017829	mkmalarkey	
23990483	WBHomeEnt	CA	24574039	ErnestoRiley	
23990483	WBHomeEnt	CA	449349346	BradBirdA113	CA
23990483	WBHomeEnt	CA	369206130	SarahSoWitty	CA
23990483	WBHomeEnt	CA	30282704	Mark_Sheppard	
23990483	WBHomeEnt	CA	59703952	OsricChau	
23990483	WBHomeEnt	CA	116838461	RuthieConnell	CA
23990483	WBHomeEnt	CA	933128688	curtisisbooger	
23990483	WBHomeEnt	CA	382218838	TheJimMichaels	
20922781	StevieKrug	CO	1623606978	KKCDallas	
20922781	StevieKrug	CO	3415305573	brock_mckinsey	
20922781	StevieKrug	CO	2290146017	cjfwifey	
20922781	StevieKrug	CO	224353486	philleenmeskin	
20922781	StevieKrug	CO	2237989560	msanford52	
20922781	StevieKrug	CO	27797892	ThomasETrue	CA
20922781	StevieKrug	CO	269376134	gerald_turpin	CA
20922781	StevieKrug	CO	329983787	NealAtkin	
20922781	StevieKrug	CO	88319005	QuixoticMoose	
20922781	StevieKrug	CO	159910925	JohnnieFzWalker	
20922781	StevieKrug	CO	511328324	flyingthumbs	
20922781	StevieKrug	CO	2908576324	boyerhome	
20922781	StevieKrug	CO	505195537	AlanFuhrman	
20922781	StevieKrug	CO	24037501	tripperscott	
20922781	StevieKrug	CO	182531204	davidvoda	CA
20922781	StevieKrug	CO	18203697	janeengle	
20922781	StevieKrug	CO	448550404	psubeav	
20922781	StevieKrug	CO	618351716	KariHicks3	
20922781	StevieKrug	CO	328275678	1Geist	
20922781	StevieKrug	CO	245223402	LoriKallenberg	NY
20922781	StevieKrug	CO	179688231	Bruce_Mims	AZ
20922781	StevieKrug	CO	25031897	julianjules	
20922781	StevieKrug	CO	22461427	alyankovic	
20922781	StevieKrug	CO	783214		twitter		CA
20922781	StevieKrug	CO	19087330	navyslang	
20922781	StevieKrug	CO	17758656	yensid98	CA
20922781	StevieKrug	CO	19029137	BrentSpiner	CA
20922781	StevieKrug	CO	14735100	attebury	OR
20922781	StevieKrug	CO	36933993	kfuhrman83	PA
20922781	StevieKrug	CO	18909480	lojoz	
20922781	StevieKrug	CO	15786137	harajukuroxy	
20922781	StevieKrug	CO	19660686	BridyDesigns	NY
20922781	StevieKrug	CO	16397742	CorvidCastle	
21375816	TyphoidAnnie		15730030	plainchicken	
21375816	TyphoidAnnie		230232834	CoryAikman	CA
21375816	TyphoidAnnie		157218534	DeathStarPR	
21375816	TyphoidAnnie		65591955	bundy_kim	
21375816	TyphoidAnnie		75974281	SamuelLJackson	
21375816	TyphoidAnnie		24807616	hitRECordJoe	
21375816	TyphoidAnnie		38488854	MarcNager	WA
21375816	TyphoidAnnie		278778939	shitgirlssay	
21375816	TyphoidAnnie		38611183	thebrianposehn	
21375816	TyphoidAnnie		234640701	Faperture	
21375816	TyphoidAnnie		434650027	J2thecarpenter	
21375816	TyphoidAnnie		384953260	90sgirlproblem	
21375816	TyphoidAnnie		428641510	procatinator	
21375816	TyphoidAnnie		354847710	Codecademy	NY
21375816	TyphoidAnnie		22084427	robdelaney	
21375816	TyphoidAnnie		14038862	Raptr		CA
21375816	TyphoidAnnie		425553421	EveryTweet_Ever	
21375816	TyphoidAnnie		398444149	ReelBucket	CA
21375816	TyphoidAnnie		28386584	meganrosedickey	CA
21375816	TyphoidAnnie		304185486	_Snape_	
21375816	TyphoidAnnie		95745540	FormPhotography	OR
21375816	TyphoidAnnie		355988492	ColeKnapek	TX
21375816	TyphoidAnnie		46555393	abrazilian	CA
21375816	TyphoidAnnie		35421350	wavves	CA
21375816	TyphoidAnnie		19430497	JonHenryMusic	WI
21375816	TyphoidAnnie		20418842	stoprevolt	
21375816	TyphoidAnnie		38022929	Dynamite2999	
21375816	TyphoidAnnie		118975084	jgold85	
21375816	TyphoidAnnie		202415747	TheRichardLewis	
21375816	TyphoidAnnie		17051197	thinkgeekspam	
21375816	TyphoidAnnie		16785010	dallasmorgan	CA
21375816	TyphoidAnnie		211588704	HEROofTIME64	
21375816	TyphoidAnnie		314368443	PamTheYam	
21375816	TyphoidAnnie		147139142	Barl0we	
21375816	TyphoidAnnie		91892420	DeadlySwordz	
21375816	TyphoidAnnie		15201916	MarlonReyes	NJ
21375816	TyphoidAnnie		373975061	MalinAkerman	
21375816	TyphoidAnnie		362012823	IntheNameofGame	
21375816	TyphoidAnnie		18757050	enjoymatt	CA
21375816	TyphoidAnnie		23730417	Darrolm		CA
21375816	TyphoidAnnie		32390093	redtapemedia	
21375816	TyphoidAnnie		25399731	BreakingBad_AMC	NM
21375816	TyphoidAnnie		247093237	EisMC2quared	
21375816	TyphoidAnnie		43838349	itsaholiday88	
21375816	TyphoidAnnie		57084769	edhelms		CA
21375816	TyphoidAnnie		8231372		praisecheeses	CA
21375816	TyphoidAnnie		251496825	RyanGosling	LA
21375816	TyphoidAnnie		40150421	RockMe_Re	CA
21375816	TyphoidAnnie		280304452	MikeB3Mayer	CA
21375816	TyphoidAnnie		9884302		amaravp	
21375816	TyphoidAnnie		349052775	Jamie_Baker_	CA
21375816	TyphoidAnnie		240402076	john		CA
21375816	TyphoidAnnie		18701067	onditimoner	
21375816	TyphoidAnnie		20276213	ocularnervosa	
21375816	TyphoidAnnie		57566042	mtbsteve	CA
21375816	TyphoidAnnie		18652231	chrcharcor	
21375816	TyphoidAnnie		19244500	Fiirvoen	
21375816	TyphoidAnnie		193509328	CutsonCuts	
21375816	TyphoidAnnie		101584375	selenetaron	OR
21375816	TyphoidAnnie		127752294	MochiiMaccha	
21375816	TyphoidAnnie		186642758	gamerzitch	
21375816	TyphoidAnnie		44215023	janemarielynch	
21375816	TyphoidAnnie		72457270	JenSchwalbach	
21375816	TyphoidAnnie		14703765	wiltern		CA
21375816	TyphoidAnnie		169686021	ka		NY
21375816	TyphoidAnnie		24815916	GigawattConduit	
21375816	TyphoidAnnie		78787157	SNOWWISS	MD
21375816	TyphoidAnnie		124818259	whitegrlproblem	
21375816	TyphoidAnnie		130600864	Sean_M_Maher	
21375816	TyphoidAnnie		13188172	ArtsyNeurotic	CA
21375816	TyphoidAnnie		37045830	MichaelMcKiddy	CA
21375816	TyphoidAnnie		128956175	TheRealNimoy	
21375816	TyphoidAnnie		40772054	anAntiHero	CA
21375816	TyphoidAnnie		109038419	MissAngieChrist	
21375816	TyphoidAnnie		321095858	4thQuarterBlues	
21375816	TyphoidAnnie		318055869	JElwood10	
21375816	TyphoidAnnie		57006383	3_Legged_Llama	CA
21375816	TyphoidAnnie		358624102	HealthySurprise	CA
21375816	TyphoidAnnie		23165803	StevenCorrea	CA
21375816	TyphoidAnnie		354532302	MidnightShadow3	
21375816	TyphoidAnnie		316608577	LosAngelesFoto	CA
21375816	TyphoidAnnie		334321077	alan_tudyk	
21375816	TyphoidAnnie		24418900	Phamista	CA
21375816	TyphoidAnnie		356392460	TriviaTogether	CA
21375816	TyphoidAnnie		213184382	TBDofficial	CA
21375816	TyphoidAnnie		18321436	FilmSnobbery	CA
21375816	TyphoidAnnie		225532943	darthvadersays	
21375816	TyphoidAnnie		346986548	LilliColombo	
21375816	TyphoidAnnie		247637481	kristinadamstv	
21375816	TyphoidAnnie		193568828	ryguysir	
21375816	TyphoidAnnie		22872643	kellyoxford	
21375816	TyphoidAnnie		97564473	ohsnapjbsmoove	
21375816	TyphoidAnnie		207186647	JWWallE	CA
21375816	TyphoidAnnie		282813196	treyalexmovies	
21375816	TyphoidAnnie		20113887	SchmoesKnow	
21375816	TyphoidAnnie		64554142	JoseMolinaTV	CA
21375816	TyphoidAnnie		196418610	WesTheEditor	
21375816	TyphoidAnnie		15661871	donttrythis	CA
21375816	TyphoidAnnie		6297852		warrenellis	
21375816	TyphoidAnnie		90513723	SDConventionCtr	
21375816	TyphoidAnnie		256778378	RobHatesZombies	VA
21375816	TyphoidAnnie		19673424	DavidBruno	CA
21375816	TyphoidAnnie		34097876	LaurenConrad	CA
21375816	TyphoidAnnie		335442161	Skin		LA
21375816	TyphoidAnnie		260137838	NealPabon	CA
21375816	TyphoidAnnie		258268160	Antho		CA
21375816	TyphoidAnnie		88501703	8bitwiz	L.A.
21375816	TyphoidAnnie		233386754	missmorenab	
21375816	TyphoidAnnie		15560418	Dagnabit	FL
21375816	TyphoidAnnie		18521818	cassiecaine	NJ
21375816	TyphoidAnnie		40834007	Ghostibee	
21375816	TyphoidAnnie		24113768	thegriddlecafe	
21375816	TyphoidAnnie		14144561	riknik	
21375816	TyphoidAnnie		219682445	hellogiggles	CA
21375816	TyphoidAnnie		3729891		audreyr		CA
21375816	TyphoidAnnie		15134782	klout		CA
21375816	TyphoidAnnie		116994659	SamHarrisOrg	
21375816	TyphoidAnnie		26540841	TejBabra	
21375816	TyphoidAnnie		16027904	TheAVClub	
21375816	TyphoidAnnie		96368572	amanashraff	
21375816	TyphoidAnnie		256158659	HRetrospective	TX
21375816	TyphoidAnnie		124599813	rachel_grice	
21375816	TyphoidAnnie		44039298	sethmeyers	NY
21375816	TyphoidAnnie		130733783	videogamerdog	
21375816	TyphoidAnnie		24477158	jduncs		DC
21375816	TyphoidAnnie		246969697	retrollect	CA
21375816	TyphoidAnnie		255747911	EllenPage	CA
21375816	TyphoidAnnie		223697029	admprly	
21375816	TyphoidAnnie		34175976	JewelStaite	
21375816	TyphoidAnnie		309973766	greenberg_josh	CA
21375816	TyphoidAnnie		140491455	gjdillon	CA
21375816	TyphoidAnnie		44507340	iAngelos	DC
21375816	TyphoidAnnie		16228398	mcuban	
21375816	TyphoidAnnie		293156137	MahaloZombies	
21375816	TyphoidAnnie		7157992		GraceMalone	
21375816	TyphoidAnnie		19031054	halftongorilla	CA
21375816	TyphoidAnnie		27425218	RealMattWayne	
21375816	TyphoidAnnie		165794790	DKelly71170	
21375816	TyphoidAnnie		304679484	HamillHimself	
21375816	TyphoidAnnie		15224867	andersoncooper	NY
21375816	TyphoidAnnie		297294835	TrevorDitzler	FL
21375816	TyphoidAnnie		25456478	AdamRichman	
21375816	TyphoidAnnie		298290927	tumamay_yo	
21375816	TyphoidAnnie		180463340	GameOfThrones	
21375816	TyphoidAnnie		30369329	borderstylo	
21375816	TyphoidAnnie		17822186	BrokeAssBride	
21375816	TyphoidAnnie		17298365	JennaBusch	
21375816	TyphoidAnnie		1715051		SethGreen	
21375816	TyphoidAnnie		16583672	ClareGrant	
21375816	TyphoidAnnie		192354884	maudeapatow	CA
21375816	TyphoidAnnie		7164672		Rupak	
21375816	TyphoidAnnie		15521797	travhimself	CO
21375816	TyphoidAnnie		257570411	SDCCnerdsattack	
21375816	TyphoidAnnie		54588083	thegeekgroup	MI
21375816	TyphoidAnnie		16897212	DrewLewis	CA
21375816	TyphoidAnnie		195165206	ideakickLA	CA
21375816	TyphoidAnnie		132386066	LucidDelusions	PA
21375816	TyphoidAnnie		196007485	BetterWorks	CA
21375816	TyphoidAnnie		20571423	TravisFischer	CA
21375816	TyphoidAnnie		3829151		leolaporte	CA 
21375816	TyphoidAnnie		143875114	UndeadZed	
21375816	TyphoidAnnie		98388864	vince_vinnus	
21375816	TyphoidAnnie		158195777	Godzillarex	
21375816	TyphoidAnnie		11318892	mikerhoads	
21375816	TyphoidAnnie		60173249	ADaniels3PO	
21375816	TyphoidAnnie		14162498	matthunter	CA
2358511		tryphoon	GA	2962886099	ChrisCoye	
2358511		tryphoon	GA	37746503	MCYOGI108	
2358511		tryphoon	GA	35857899	WanderlustFest	
2358511		tryphoon	GA	28037631	alliemackay	 
2358511		tryphoon	GA	89206712	Irdeto	
2358511		tryphoon	GA	3420181873	nexttokimdavis	KY
2358511		tryphoon	GA	3282702576	AppStoreGames	CA
2358511		tryphoon	GA	31484985	mrsprague	CA
2358511		tryphoon	GA	158414847	TheDailyShow	
2358511		tryphoon	GA	107325601	Illeanarama	CA
2358511		tryphoon	GA	1002513128	DrPhiltill	
2358511		tryphoon	GA	3066860736	nhmacd	
2358511		tryphoon	GA	2734713482	NASANewHorizons	
2358511		tryphoon	GA	3222275355	NewHorizonsBot	
2358511		tryphoon	GA	14681605	ThatKevinSmith	
2358511		tryphoon	GA	515752079	StP_BrokenBones	
2358511		tryphoon	GA	333306838	BuyMeaPieApp	
2358511		tryphoon	GA	16156302	Leadercast	GA
2358511		tryphoon	GA	321343511	cmpusateri	FL
2358511		tryphoon	GA	759251		CNN	
2358511		tryphoon	GA	41352761	lisaxmay	
2358511		tryphoon	GA	546170165	GabeAul	Redmond
2358511		tryphoon	GA	2930080250	gosuperhuman	
2358511		tryphoon	GA	16827838	XIRecruiter	GA
2358511		tryphoon	GA	2891060994	bradinthe80s	CA
2358511		tryphoon	GA	17573212	thichnhathanh	
2358511		tryphoon	GA	587811802	sunrise		NY
2358511		tryphoon	GA	17572133	LionsRoar	
2358511		tryphoon	GA	243235100	peaklabs	
2358511		tryphoon	GA	476366739	Happify		NY
2358511		tryphoon	GA	245841182	MindfulOnline	
2358511		tryphoon	GA	117423359	andypuddicombe	LA
2358511		tryphoon	GA	402025521	Get_Headspace	
2358511		tryphoon	GA	15135752	comiXology	NY
2358511		tryphoon	GA	146540920	AskPlayStation	
2358511		tryphoon	GA	14167997	Scribd		CA
2358511		tryphoon	GA	1060624962	Omvana		CA
2358511		tryphoon	GA	2280627121	_tvty	
2358511		tryphoon	GA	540999768	mesclado	
2358511		tryphoon	GA	461886304	Thomas_Zaruba	
2358511		tryphoon	GA	22498175	LouiseSawyer	
2358511		tryphoon	GA	546314655	Le_ChevalBlanc	
2358511		tryphoon	GA	926901		eapplen	
2358511		tryphoon	GA	117547254	Attack_Secure	
2358511		tryphoon	GA	6449392		jasonhowell	CA
2358511		tryphoon	GA	1688461		hak5darren	CA
2358511		tryphoon	GA	17214675	neilhunt	CA
2358511		tryphoon	GA	386170457	NetflixOSS	CA
2358511		tryphoon	GA	37534994	earthquakes	CA
2358511		tryphoon	GA	2297489714	pkervern	
2358511		tryphoon	GA	281441441	4sous2011		
2358511		tryphoon	GA	584982284	TheMartinDew	
2358511		tryphoon	GA	31144118	TuBap	
2358511		tryphoon	GA	449601969	alanjwillis		
2358511		tryphoon	GA	842537790	mikeweksler	
2358511		tryphoon	GA	560562419	HenrycharlotteC	
2358511		tryphoon	GA	7720212		picnik		WA
2358511		tryphoon	GA	267955124	pceely	
2358511		tryphoon	GA	4391991		dcanora		FL
2358511		tryphoon	GA	811540		nsfw	
2358511		tryphoon	GA	1603398810	ademontille	
2358511		tryphoon	GA	16941233	blogtronix	CA
2358511		tryphoon	GA	1039613198	AdeCheff	
2358511		tryphoon	GA	359244035	byronortizmusic	
7743632		malloy		NY	14992469	awesome_john	NJ
7743632		malloy		NY	16923851	tbenjamin	NY
7743632		malloy		NY	2172396199	L_J_Mitchell	NY
7743632		malloy		NY	604772054	authorjsmorin	
7743632		malloy		NY	16737406	briankoppelman	NY
7743632		malloy		NY	167505578	mattvbernstein	
7743632		malloy		NY	1149357277	gin		NY	 
7743632		malloy		NY	2458840187	barbara_gaines1	
7743632		malloy		NY	78805110	theblcklst	
7743632		malloy		NY	167947361	primawesome	WA
7743632		malloy		NY	195129672	MuseZack	CA
7743632		malloy		NY	18224975	Bonobos		NY
7743632		malloy		NY	202724099	dunn		NY
7743632		malloy		NY	22084427	robdelaney	
7743632		malloy		NY	116386309	StevenEdeSouza	
7743632		malloy		NY	14982315	JamesGunn	
7743632		malloy		NY	182576653	Uncan		NY	
7743632		malloy		NY	20442967	woollensocks	
7743632		malloy		NY	242145045	fadeinsoftware	
7743632		malloy		NY	1493705484	Storium		CA
7743632		malloy		NY	14258396	phillipvan	NY
7743632		malloy		NY	15827690	HarrisonWeber	NY
7743632		malloy		NY	5768872		garyvee		NY
7743632		malloy		NY	1710428114	CreatorByWeWork	NY
7743632		malloy		NY	571202103	Medium		CA
7743632		malloy		NY	268586749	IAmSusanEgan	
7743632		malloy		NY	863699941	TheClam	NYC	NY
7743632		malloy		NY	71165241	simple		OR
7743632		malloy		NY	1099960304	homesweethome	
7743632		malloy		NY	6034842		AlexDubin	NY
7743632		malloy		NY	258032184	ClayRenfroe	CA
7743632		malloy		NY	543022487	NYctaxicabtales	NY 
7743632		malloy		NY	5036321		RowdyBowden	
7743632		malloy		NY	21906136	abiddledc	
7743632		malloy		NY	811350		alexisohanian	CA
7743632		malloy		NY	18644548	mcrispinmiller	NY
7743632		malloy		NY	33348270	julie_bush	CA
7743632		malloy		NY	15166776	ericMesquivel	
7743632		malloy		NY	28517585	davelayton	UT
7743632		malloy		NY	822028939	GRStrayton	CA
7743632		malloy		NY	21326353	jnardino	NY
7743632		malloy		NY	13837292	evernote	CA
7743632		malloy		NY	740895416	NightValeRadio	
7743632		malloy		NY	30980778	leverus		NY
7743632		malloy		NY	386056280	MaraWritesStuff	NY
7743632		malloy		NY	15743611	jamse		VT
7743632		malloy		NY	20357486	TerryRossio	
7743632		malloy		NY	20292157	JeffLieber	
7743632		malloy		NY	249002023	byDougRich	CA
7743632		malloy		NY	283161406	chrismcquarrie	
7743632		malloy		NY	479063825	AdamOAbernathy	NY
7743632		malloy		NY	44663728	HornBook	MA
7743632		malloy		NY	463337324	WilliamFriedkin	CA
7743632		malloy		NY	41713603	LizHackett	
7743632		malloy		NY	338448432	zakpenn	
7743632		malloy		NY	22822407	adammshankman	CA
7743632		malloy		NY	19968983	markromanek	
7743632		malloy		NY	19025270	gregmottola	NY
7743632		malloy		NY	20938790	zacsanford	CA
7743632		malloy		NY	88749392	JuddApatow	
7743632		malloy		NY	233099308	MikeEsola	
7743632		malloy		NY	38062562	KayKayCannon	
7743632		malloy		NY	9296082		davidanaxagoras	
7743632		malloy		NY	17768307	ZackS		CA
7743632		malloy		NY	15578506	AvaJamshidi	CA
